"State","CMS_Cert_Num","Provider_Name","Address","City","Zip","Phone","Type_of_Ownership","Date_Certified"
"TX","677439","HEALTHBACK HOME HEALTH OF NE TEXAS INC","2501 SUMMERHILL ROAD","TEXARKANA","75501","9037930282","Proprietary","1991-10-22 00:00:00"
"TX","677440","PSA HEALTHCARE, INC.","3701 KIRBY DRIVE, SUITE #1130","HOUSTON","77098","8323251280","Proprietary","1991-10-29 00:00:00"
"TX","677442","INTEGRACARE OF NORTH WEST TEXAS","1312 TEXAS AVENUE","LUBBOCK","79401","8067885566","Proprietary","1991-11-21 00:00:00"
"TX","677447","ENCOMPASS HOME HEALTH OF THE PANHANDLE","2505 LAKEVIEW DRIVE  #100","AMARILLO","79109","8063511700","Proprietary","1991-12-04 00:00:00"
"TX","677450","HOMEBOUND HEALTH CARE","1705 NORTH BISHOP","TEXARKANA","75501","9038384941","Proprietary","1992-01-03 00:00:00"
"TX","677454","CARE OPTIONS FOR KIDS","4300 SIGMA ROAD SUITE 130","DALLAS","75244","9727560500","Proprietary","1992-01-23 00:00:00"
"TX","677455","BRADY HEALTH CARE SERVICES INC","1700 SOUTH BRIDGE STREET","BRADY","76825","3255973994","Proprietary","1992-01-28 00:00:00"
"TX","677457","AMED HOME HEALTH","8900 E F LOWRY EXPRESSWAY SUITE 102","TEXAS CITY","77591","4099351675","Proprietary","1992-02-10 00:00:00"
"TX","677458","HOME HEALTH SERVICES OF MASON KIMBLE MENARD INC","717 E RAINEY","MASON","76856","3253475145","Proprietary","1992-02-12 00:00:00"
"TX","677465","INTERIM HEALTHCARE OF ROTAN","139 W 2ND ST","COLORADO CITY","79512","3257288111","Proprietary","1992-03-03 00:00:00"
"TX","677488","NURSEFINDERS OF NORTH TEXAS","7524 MOSIER VIEW COURT SUITE 106","FORT WORTH","76118","8175895009","Proprietary","1992-04-17 00:00:00"
"TX","677492","ATTENTIVE PRIMECARE HOME HEALTH","700 HIGHLANDER SUITE 180","ARLINGTON","76015","8887758003","Proprietary","1992-04-16 00:00:00"
"TX","677493","MULTICARE NURSES","899 PRESIDENTIAL DRIVE SUITE 110","RICHARDSON","75081","9724372273","Proprietary","1992-05-11 00:00:00"
"TX","677495","INTEGRACARE OF SOUTH CENTRAL TEXAS, LLC","505 EAST HUNTLAND DRIVE SUITE #550A","AUSTIN","78752","8887552584","Proprietary","1992-05-27 00:00:00"
"TX","677504","INTERIM HEALTHCARE","6800 PARK TEN BLVD STE 270 -W","SAN ANTONIO","78213","2103773933","Proprietary","1992-06-29 00:00:00"
"TX","677513","BAYSIDE HOME HEALTH CARE INC","5842 S STAPLES STREET","CORPUS CHRISTI","78413","3619809797","Proprietary","1992-08-27 00:00:00"
"TX","677515","CONTINUCARE HOME HEALTH INC","4335 WEST PIEDRAS DRIVE SUITE #102","SAN ANTONIO","78228","2107346166","Proprietary","1992-09-15 00:00:00"
"TX","677517","URESTI SENIOR ASSISTANCE","830 WEST KING","KINGSVILLE","78363","3615925262","Proprietary","1992-09-11 00:00:00"
"TX","677520","PRIORITY HOME HEALTH SERVICES","12160 ABRAMS ROAD SUITE 625","DALLAS","75243","2146929704","Proprietary","1992-09-24 00:00:00"
"TX","677522","AMERICAN MEDICAL HOME HEALTH SERVICES","5926 SOUTH STAPLES BLDG B SUITE 1B","CORPUS CHRISTI","78413","3618879760","Proprietary","1992-09-10 00:00:00"
"TX","677523","DEL NORTE HOMECARE LC","2267 TRAWOOD  STE A 2","EL PASO","79935","9155941116","Proprietary","1992-09-16 00:00:00"
"TX","677531","MEMORIAL HOME HEALTH","209 S BLISS","DUMAS","79029","8069354946","Local","1992-10-13 00:00:00"
"TX","677532","PILOT POINT HOME HEALTH INC","401 EAST MAIN STREET","WHITESBORO","76273","9035647709","Proprietary","1992-10-02 00:00:00"
"TX","677544","CHRISTUS HOMECARE","750 LANDA STREET SUITE #B","NEW BRAUNFELS","78130","8306297568","Religious Affiliations","1992-11-10 00:00:00"
"TX","677545","A PINEYWOODS HOME HEALTH CARE INC","103D CARRIAGE DRIVE","LUFKIN","75904","9366341617","Proprietary","1992-11-12 00:00:00"
"TX","677548","NURSES THAT CARE","5411 NORTH MCCOLL ROAD","MCALLEN","78504","9566820800","Proprietary","1992-11-11 00:00:00"
"TX","677562","RURAL HOME HEALTH INC","204 WEST 5TH STREET","CRANE","79731","4325583251","Proprietary","1992-12-22 00:00:00"
"TX","677563","INTERIM HEALTHCARE OF MCLEAN","204 S KEARNY","CLARENDON","79226","8068740130","Proprietary","1992-12-22 00:00:00"
"TX","677566","INTERIM HEALTHCARE OF WEST TEXAS LLC","5224 75TH STREET SUITE D","LUBBOCK","79424","8067910042","Proprietary","1993-01-05 00:00:00"
"TX","677569","MORNINGSTAR HOME HEALTHCARE SERVICES","2012 BEDFORD ROAD","BEDFORD","76021","8172948105","Proprietary","1992-12-08 00:00:00"
"TX","677572","GENESIS HOMECARE","116 E HERITAGE DRIVE","TYLER","75703","9035093374","Proprietary","1993-01-13 00:00:00"
"TX","677574","ULTRA HOME HEALTH CARE INC","8303 SW FREEWAY SUITE 410","HOUSTON","77074","7139885872","Proprietary","1993-01-25 00:00:00"
"TX","677586","EAST TEXAS MEDICAL CENTER HOME HEALTH WEST","1336 SOUTH PALESTINE","ATHENS","75751","9036758882","Proprietary","1993-03-02 00:00:00"
"TX","677590","BAYOU CITY HOME HEALTH CARE NORTH","10235 WEST LITTLE YORK ROAD SUITE 265","HOUSTON","77040","7138492540","Proprietary","1993-03-08 00:00:00"
"TX","677594","CARING FOR YOU HOME HEALTH INC","441 EAST WASHINGTON  SUITE B","BROWNSVILLE","78520","9565461367","Proprietary","1993-03-09 00:00:00"
"TX","677598","BETHANY HOME HEALTH SERVICES","17074 HIGHWAY 3","WEBSTER","77598","8329325311","Proprietary","1993-03-19 00:00:00"
"TX","677604","PARKVIEW HOSPITAL HOME HEALTH AGENCY","901 S SWEETWATER","WHEELER","79096","8068261370","State/County","1993-04-14 00:00:00"
"TX","677605","HUNTER MEDICAL SERVICES INC","1666 N HAMPTON ROAD SUITE 200","DESOTO","75115","9727809233","Proprietary","1993-03-26 00:00:00"
"TX","677615","PREMIER HOME HEALTH CARE INC","9207 MONTANA SUITE A","EL PASO","79925","9157716611","Proprietary","1993-05-14 00:00:00"
"TX","677616","INTREPID USA HEALTHCARE SERVICES","1128 NORTH MEMORIAL FWY SUITE A","NEDERLAND","77627","4097220515","Proprietary","1993-05-14 00:00:00"
"TX","677617","BLUEBONNET HOME HEALTH & HOSPICE COMPANY","304 EAST 11TH","FRIONA","79035","8062470057","Proprietary","1993-05-13 00:00:00"
"TX","677620","DOR ANS HOME HEALTH SERVICE INC","518 B EAST MAIN AVENUE","ROBSTOWN","78380","3613874575","Proprietary","1993-04-22 00:00:00"
"TX","677624","STEPHENS HEALTH CARE INC","711 NORTH GRAHAM","STEPHENVILLE","76401","2549656629","Proprietary","1993-05-16 00:00:00"
"TX","677634","ALL HOME CARE INC","18018 GRAHAM ROAD","HARLINGEN","78552","9564121477","Proprietary","1993-06-09 00:00:00"
"TX","677638","QUALITY HOME HEALTH CARE INC","4107 TEXOMA PARKWAY","SHERMAN","75090","9038929281","Proprietary","1993-07-08 00:00:00"
"TX","677644","WALGREENS INFUSION SERVICES","9030 KIRBY DRIVE","HOUSTON","77054","7137940599","Proprietary","1993-07-06 00:00:00"
"TX","677646","BLESSINGS HOMECARE SERVICES INC","3845 FM 1960 W SUITE 345","HOUSTON","77068","2814401001","Proprietary","1993-07-22 00:00:00"
"TX","677648","ADVANCED PEDIATRIC CARE INC","3330 FANNIN","BEAUMONT","77701","4098323304","Proprietary","1993-07-06 00:00:00"
"TX","677657","HUNT REGIONAL HOME CARE","4001 RIDGECREST ROAD","GREENVILLE","75402","9034081950","State/County","1993-08-10 00:00:00"
"TX","677660","JORDAN HEALTH SERVICES","714 WEST GIBSON SUITE 4","JASPER","75951","4094890225","Proprietary","1993-07-12 00:00:00"
"TX","677661","PSA HEALTHCARE","14205 N MOPAC EXPRESSWAY SUITE 640","AUSTIN","78728","5122480400","Proprietary","1993-08-05 00:00:00"
"TX","677665","ALWAYS CARING HOME CARE SERVICES INC","2800 NORTH STANTON SUITE A","EL PASO","79902","9155454663","Proprietary","1993-09-02 00:00:00"
"TX","677668","CENTRAL HOME HEALTH SERVICES OF TEXAS INCORPORATED","10303 NORTHWEST FREEWAY SUITE 512","HOUSTON","77092","7134615696","Proprietary","1993-07-05 00:00:00"
"TX","677672","COOK CHILDRENS HOME HEALTH","1719 8TH AVENUE","FORT WORTH","76110","6288856297","Private","1993-09-08 00:00:00"
"TX","677681","HILL COUNTRY HOME HEALTH","1619  EAST COMMON ST STE 702","NEW BRAUNFELS","78130","8306277111","Proprietary","1993-08-25 00:00:00"
"TX","677686","JEFFERSON COUNTY HOME HEALTH CARE INC","2670 LAUREL STREET","BEAUMONT","77702","4098359909","Proprietary","1993-08-24 00:00:00"
"TX","677689","EL PASO HOME HEALTH INC","1800 EAST CLIFF DRIVE","EL PASO","79902","9155347521","Proprietary","1993-10-14 00:00:00"
"TX","677694","INTERIM HEALTHCARE OF WACO","8004 WOODWAY DRIVE STE 500","WACO","76712","2547519393","Proprietary","1993-10-19 00:00:00"
"TX","677699","SPECIALTY HOME HEALTH AGENCY INC","4355 RITTIMAN ROAD","SAN ANTONIO","78218","2106377853","Proprietary","1993-11-05 00:00:00"
"TX","677712","GUARDIAN HEALTHCARE","301 EAST WALLACE SUITE 201","SAN SABA","76877","3253723196","Other","1993-12-01 00:00:00"
"TX","677720","JORDAN HEALTH SERVICES SHERMAN","121 WEST LAMBERTH SUITE A","SHERMAN","75092","9038923163","Proprietary","1993-12-15 00:00:00"
"TX","677733","HOME CARE OF METROPLEX HOSPITAL","806 E AVE D STE H LOVETT LEDGER MED PL","COPPERAS COVE","76522","2545181380","Religious Affiliations","1993-12-02 00:00:00"
"TX","677734","SUNGLO HOME HEALTH SERVICES INC","100 EAST 2ND STREET","RIO GRANDE CITY","78582","9564880999","Proprietary","1993-12-03 00:00:00"
"TX","677735","NURSING SERVICES AND CONSULTANTS OF LAREDO","7917 MCPHERSON SUITE 210","LAREDO","78041","9567259211","Proprietary","1993-12-08 00:00:00"
"TX","677737","GENTIVA HEALTH SERVICES","10100 W SAM HOUSTON PKWY SOUTH STE 360","HOUSTON","77099","2815681878","Proprietary","1993-12-09 00:00:00"
"TX","677742","ASSIST MED INC","800 TULLY SUITE 200","HOUSTON","77079","8323003100","Proprietary","1994-01-26 00:00:00"
"TX","677779","PT HOME SERVICES OF DALLAS INC","8200 BROOKRIVER DRIVE SUITE N 503","DALLAS","75247","2146780507","Proprietary","1994-02-03 00:00:00"
"TX","677787","VITAL HEALTH CARE INC","1703 WEST OWASSA ROAD","EDINBURG","78539","9567820002","Proprietary","1994-03-17 00:00:00"
"TX","677789","1ST CHOICE HOME HEALTH","101 KINGS PLAZA SUITE H","COMMERCE","75428","9038862666","Proprietary","1994-03-03 00:00:00"
"TX","677792","MUENSTER MEMORIAL HOSPITAL HOME CARE","202 EAST DIVISION","MUENSTER","76252","9407592262","Local","1994-03-03 00:00:00"
"TX","677796","TEXAS QUALITY HOME HEALTH","125 HERITAGE ROW","MARLIN","76661","2548033000","Proprietary","1994-03-23 00:00:00"
"TX","677800","NOVUS CURA HEALTHCARE PC","1102 CHESAPEAKE STREET","EULESS","76040","8179667035","Proprietary","2006-02-10 00:00:00"
"TX","677801","GOOD HANDS CARE HOME HEALTH SERVICES INC","2306 OAK LANE 1A SUITE 214","GRAND PRAIRIE","75051","9726417556","Proprietary","2006-02-07 00:00:00"
"TX","677802","UNI CARE HOME HEALTH","155 INTERSTATE 10 N     SUITE 7","BEAUMONT","77707","4098384049","Proprietary","2006-02-02 00:00:00"
"TX","677803","EMBASSY HOME HEALTHCARE","10701 CORPORATE DRIVE STE 395","STAFFORD","77477","7135898050","Proprietary","2006-02-13 00:00:00"
"TX","677804","BRENTWOOD HOME HEALTH AGENCY","3939 EAST US HWY 80 SUITE 375","MESQUITE","75150","2143882300","Proprietary","2006-02-13 00:00:00"
"TX","677805","PROLINK HOME HEALTH CORPORATION","8500 NORTH STEMMONS FREEWAY SUITE 3000","DALLAS","75247","2142671985","Proprietary","2006-02-16 00:00:00"
"TX","677806","GLOBAL CARE HOME HEALTH AGENCY INC","1431 GENTLE RAIN DRIVE","LANCASTER","75134","9722237400","Proprietary","2006-02-16 00:00:00"
"TX","677807","BLOSSOM  HOME HEALTHCARE SERVICES","9535 FOREST LANE SUITE 122","DALLAS","75243","2145538770","Proprietary","2006-02-14 00:00:00"
"TX","677808","WE CARE HOME HEALTH SERVICES INC","417 N  BRYAN-BELTLINE ROAD SUITE A","MESQUITE","75149","9722895800","Proprietary","2006-02-23 00:00:00"
"TX","677809","COMMITTED HOME HEALTH CARE","2600 ELMBROOK DRIVE","CARROLLTON","75010","9723065060","Proprietary","2006-02-21 00:00:00"
"TX","677810","TRANSITIONAL HOME HEALTH CARE","2212 ARLINGTON DOWNS SUITE 105","ARLINGTON","76011","8173034441","Proprietary","2006-02-17 00:00:00"
"TX","677811","VERITAS HOME HEALTH LLC","2825 REGAL ROAD SUITE 105","PLANO","75075","9725190308","Proprietary","2006-02-16 00:00:00"
"TX","677812","GOLDEN HERITAGE HOME HEALTH AND HOSPICE SERVICES","3750 WAYNOKA DR","CARROLLTON","75007","9724920294","Proprietary","2006-02-15 00:00:00"
"TX","677813","PROACTIVE HOMECARE","1215 SOUTH EXPRESSWAY 281","EDINBURG","78539","9563814019","Proprietary","2006-02-14 00:00:00"
"TX","677814","CHRISTUS HOMECARE SPOHN","6200 SARATOGA BLVD SUITE 104","CORPUS CHRISTI","78414","3619943400","Religious Affiliations","2006-02-03 00:00:00"
"TX","677816","ACCURATECARE HOME HEALTH AGENCY","1221 CALIFORNIA LANE SUITE 120","ARLINGTON","76015","8174689062","Proprietary","2006-02-23 00:00:00"
"TX","677817","GOOD SHEPHERD HOME HEALTHCARE AGENCY","811 SOUTH CENTRAL EXPRESSWAY SUITE #300","RICHARDSON","75080","9724700440","Proprietary","2006-03-01 00:00:00"
"TX","677818","BETHEL HOME CARE","545 ROWLETT ROAD SUITE E","GARLAND","75043","9722799700","Proprietary","2006-02-24 00:00:00"
"TX","677819","ECLIPSE HOME HEALTH SERVICES INC","1452 JUNCTION RUN","MESQUITE","75181","9722220322","Proprietary","2006-03-03 00:00:00"
"TX","677820","PRELUDE HEALTH CARE SERVICES LLC","9696 SKILLMAN SUITE 220","DALLAS","75243","2143417551","Proprietary","2006-02-28 00:00:00"
"TX","677821","ANJI HOME HEALTH AGENCY INC","2700 LOON LAKE ROAD","DENTON","76210","9405356036","Proprietary","2006-02-28 00:00:00"
"TX","677822","NYS HOME HEALTH LLC","100 N CENTRAL EXPWY STE 703","RICHARDSON","75080","9729347060","Proprietary","2006-02-17 00:00:00"
"TX","677823","CRESTVIEW HOME HEALTH SERVICES","2611 EAST 29TH STREET","BRYAN","77802","9797765620","Religious Affiliations","2006-02-10 00:00:00"
"TX","677824","MEDWAY HOME HEALTHCARE","3123 EXECUTIVE DRIVE","SAN ANGELO","76904","3259448181","Proprietary","2006-02-23 00:00:00"
"TX","677825","HOMELAND HOME HEALTH AGENCY INC","1919 SOUTH SHILOH STE 515","GARLAND","75042","9722787213","Proprietary","2006-03-06 00:00:00"
"TX","677826","JALSTAD HEALTHCARE SERVICES","10101 HARWIN DRIVE #367","HOUSTON","77036","7132712967","Proprietary","2006-03-07 00:00:00"
"TX","677827","ADVANCED HEALTHCARE SERVICES INC","7001 CORPORATE DRIVE #306","HOUSTON","77036","7132716999","Proprietary","2006-03-07 00:00:00"
"TX","677828","HAPPY DAYS HOME HEALTH CARE LLC","905 WEST EMBERCREST DR","ARLINGTON","76017","8174196500","Proprietary","2006-03-06 00:00:00"
"TX","677830","STONEGATE CARE TEAM","1500 WATERS RIDGE DR SUITE 150","GARLAND","75043","2143271700","Proprietary","2006-03-07 00:00:00"
"TX","677831","JENMERIT HOME HEALTH INC","1913 MESA COURT","GARLAND","75040","2147039444","Other","2006-03-07 00:00:00"
"TX","677832","PRESCRIBED HOME HEALTH INC","2303 NORTH 16TH ST","ORANGE","77630","4096700026","Proprietary","2006-02-22 00:00:00"
"TX","677833","BLUEBONNET HOME CARE","211 NORTH NEWSON STREET STE A","MINEOLA","75773","9035695379","Proprietary","2006-02-24 00:00:00"
"TX","677834","HCP INC","3403 W ALBERTA RD","EDINBURG","78539","9566837640","Proprietary","2006-03-08 00:00:00"
"TX","677835","LA FUENTE HOME HEALTH SERVICES INC","801 WEST HWY 83","SULLIVAN CITY","78595","9564851190","Proprietary","2006-03-06 00:00:00"
"TX","677836","KOC HEALTHCARE SERVICES INC","3200 14TH STREET SUITE 504","PLANO","75074","9723841039","Proprietary","2006-03-08 00:00:00"
"TX","677837","AB FOCUSCARE HOMEHEALTH NETWORK INC","1301 NORTHWEST HIGHWAY SUITE 208","GARLAND","75041","2142275177","Proprietary","2006-03-13 00:00:00"
"TX","677839","PINNACLE HOME HEALTHCARE SERVICES LLC","9304 FOREST LANE SUITE 240","DALLAS","75243","2145037400","Proprietary","2006-02-28 00:00:00"
"TX","677840","PENIEL HEALTH CARE SERVICES INCORPORATED","100 ALLEN TOWN PARKWAY SUITE 102","ALLEN","75002","2143832602","Proprietary","2006-03-14 00:00:00"
"TX","677841","PATIENTS BEST CHOICE HOME HEALTHCARE","1836 W VIRGINIA SUITE 103","MCKINNEY","75069","2145920050","Proprietary","2006-03-16 00:00:00"
"TX","677842","CSF HEALTHCARE SERVICES","12700 HILLCREST ROAD  SUITE 254","DALLAS","75230","9727269806","Proprietary","2006-03-14 00:00:00"
"TX","677843","ARC HOME HEALTHCARE","2277 MASCH BRANCH RD","DENTON","76207","9405656338","Proprietary","2006-03-10 00:00:00"
"TX","677844","TEXAS TENDER CARE HOME INC","7457 HARWIN 325","HOUSTON","77036","7137828035","Proprietary","2006-01-18 00:00:00"
"TX","677845","STARLEX HOME HEALTH SERVICES","2834 JEREMY DRIVE","MESQUITE","75181","9722227782","Proprietary","2006-03-07 00:00:00"
"TX","677846","CHILEX HOME CARE SERVICES","127 HAMPSHIRE LANE","ROCKWALL","75032","9727722940","Proprietary","2006-03-08 00:00:00"
"TX","677847","EXCEL PLUS HOME HEALTH INC","1301 19TH STREET SUITE 100F","PLANO","75074","9728019531","Proprietary","2006-03-08 00:00:00"
"TX","677848","RELIANT PERSONAL HOME HEALTH","5801 MARVIN D LOVE FWY SUITE 307","DALLAS","75227","2143769535","Proprietary","2006-03-09 00:00:00"
"TX","677849","COURAGE HOME HEALTH SERVICES INC","2108 CEDARWOOD DRIVE","GARLAND","75040","4693385782","Proprietary","2006-03-20 00:00:00"
"TX","677850","TEXOMA HOME HEALTH","2008 LOY LAKE ROAD","SHERMAN","75092","9038689991","Proprietary","2006-03-20 00:00:00"
"TX","677851","HEART TO HEART HOMECARE LLC","6624 N 10TH STREET SUITE F","MCALLEN","78504","9569719311","Proprietary","2006-03-15 00:00:00"
"TX","677852","SAVIOR HOME HEALTH INC","11325 PEGASUS STREET SUITE E138","DALLAS","75238","9722917742","Proprietary","2006-03-13 00:00:00"
"TX","677853","HOPE HOME HEALTH SERVICES","4001 WEST GREEN OAKS BLVD SUITE 205","ARLINGTON","76016","8174537503","Proprietary","2006-03-15 00:00:00"
"TX","677854","ADELAIDE HOME HEALTH LLC","2000 N CENTRAL EXPRESSWAY SUITE 120","PLANO","75074","9724244024","Proprietary","2006-03-17 00:00:00"
"TX","677855","GOLDEN STAR HOME HEALTH AGENCY INC","8035 EAST R L THORNTON FREEWAY SUITE 609","DALLAS","75228","4697260760","Proprietary","2006-03-17 00:00:00"
"TX","677856","VAP HOME HEALTH CARE INC","9304 FOREST LANE, SUITE S 220","DALLAS","75243","2145539552","Proprietary","2006-03-17 00:00:00"
"TX","677857","OMEGACARE HOME HEALTH SERVICES INC","12959 JUPITER ROAD SUITE 130","DALLAS","75238","9728810929","Proprietary","2006-03-15 00:00:00"
"TX","677859","PTL HEALTH CARE INC","25 BUSINESS DR SUITE A","BROWNSVILLE","78521","9568381801","Proprietary","2006-03-16 00:00:00"
"TX","677860","ULTRALINK HEALTHCARE CORPORATION","104 INDUSTRIAL BLVD SUITE 203","SUGAR LAND","77478","2815651844","Proprietary","2006-03-21 00:00:00"
"TX","677863","FLORENCE HEALTH CARE SERVICES & TRAINING CENTER IN","2401 AVENUE J SUITE 240","ARLINGTON","76006","8176524409","Proprietary","2006-03-23 00:00:00"
"TX","677864","ANGELS CARE HOME HEALTH OF WEST TEXAS","1030 ANDREWS HWY SUITE 122","MIDLAND","79701","4326873327","Proprietary","2006-03-21 00:00:00"
"TX","677865","PRIMEWAY HEALTHCARE SERVICES, INC","2440 TEXAS PARKWAY SUITE #226","MISSOURI CITY","77489","2814034500","Other","2006-03-14 00:00:00"
"TX","677866","BIO HOME HEALTH SERVICES INC","12807 ROYAL DRIVE #104","STAFFORD","77477","2819802262","Proprietary","2006-03-21 00:00:00"
"TX","677867","BRIGHT HOME HEALTH","1805 EAST BRANCH HOLLOW DRIVE","CARROLLTON","75007","9728208240","Proprietary","2006-03-17 00:00:00"
"TX","677868","MAIN HOME HEALTH CARE","8035 EAST R L THORNTON SUITE 309","DALLAS","75228","2142564013","Proprietary","2006-03-29 00:00:00"
"TX","677869","UNITED AMERICA HOME HEALTH SERVICES","11200 WESTHEIMER RD 350","HOUSTON","77042","7139751310","Proprietary","2006-03-23 00:00:00"
"TX","677870","ALL MODERN HEALTHCARE INC","10101 HARWIN DR SUITE 286","HOUSTON","77036","7136581000","Proprietary","2006-03-10 00:00:00"
"TX","677872","EXCEPTIONAL HEALTH CARE SERVICES","16618 COBBLER CROSSING DR","SUGAR LAND","77478","2819336012","Other","2006-03-24 00:00:00"
"TX","677873","NEWCHANNEL HEALTHCARE SERVICES","2646 SOUTH LOOP WEST SUITE 270","HOUSTON","77054","7136684141","Proprietary","2006-03-29 00:00:00"
"TX","677874","STAR HOME HEALTH INC","6201 BONHOMME SUITE #365N","HOUSTON","77036","7137854949","Proprietary","2006-03-17 00:00:00"
"TX","677875","A FRIENDLY HOME HEALTH CARE LLC","3207 SKYLANE DR SUITE 104","CARROLLTON","75006","9722488282","Proprietary","2006-03-21 00:00:00"
"TX","677876","SILVER HAWK HOME HEALTHCARE","6535 ROOKIN STREET SUITE #A","HOUSTON","77074","7139956266","Proprietary","2006-03-20 00:00:00"
"TX","677877","JCP & P HOME HEALTHCARE AGENCY","8500 STEMMONS FRWY SUITE  2010","DALLAS","75247","2146384500","Proprietary","2006-03-23 00:00:00"
"TX","677878","MENAS HOME HEALTHCARE SOLUTIONS INC","2727 LBJ FWY STE 214","DALLAS","75234","9722476641","Proprietary","2006-03-14 00:00:00"
"TX","677879","DIVINITY HEALTHCARE PLLC","3213 IH 30  SUITE 205","MESQUITE","75150","2149297373","Proprietary","2006-03-29 00:00:00"
"TX","677880","CONFIDENT CARE HOME HEALTH SERVICES INC","1616 VOSS SUITE 625","HOUSTON","77024","8322423366","Proprietary","2006-04-03 00:00:00"
"TX","677881","ANGELICAL HOME HEALTH INC","730 E EXPRESSWAY 83 STE 9","LA JOYA","78560","9565811251","Proprietary","2006-03-30 00:00:00"
"TX","677882","JOSEPH MARY HOME HEALTH CARE","1117 MCCORMICK STREET","GARLAND","75040","2143498888","Proprietary","2006-04-05 00:00:00"
"TX","677883","APPLE OF YOUR EYE HEALTH CARE SERVICES INC","9550 FOREST LANE SUITE 208","DALLAS","75243","2145037785","Proprietary","2006-04-11 00:00:00"
"TX","677884","TRIPLE O HEALTH SERVICES INC","4141 BLUEBONNET DRIVE","STAFFORD","77477","2819037546","Proprietary","2006-03-10 00:00:00"
"TX","677887","COUNTRY HOME CARE","1505 W MAIN ST","CLARKSVILLE","75426","9034278366","Proprietary","2006-03-17 00:00:00"
"TX","677889","TREND HEALTH CARE INC","10935 ESTATE LANE SUITE 110","DALLAS","75238","2143434600","Proprietary","2006-03-30 00:00:00"
"TX","677890","1ST GENESIS HOME HEALTH SERVICES","8303 WINDFERN RD SUITE A","HOUSTON","77040","7139377494","Proprietary","2006-03-30 00:00:00"
"TX","677891","SIMPLEX HEALTH AND ALLIED SERVICES INC","6666 HARWIN DRIVE SUITE #668","HOUSTON","77036","7133347266","Proprietary","2006-04-03 00:00:00"
"TX","677892","HEALTHSOUTH HOME HEALTH AGENCY OF BEAUMONT","3340 PLAZA 10 DRIVE","BEAUMONT","77707","4098393315","Private","2006-03-29 00:00:00"
"TX","677893","ABACUS HEALTHCARE","901 N MCDONAL STREET, SUITE 504","MCKINNEY","75069","9723887900","Proprietary","2006-04-04 00:00:00"
"TX","677894","SHINING STAR HOME HEALTHCARE INC","8344 E R L THORNTON FWY # 203","DALLAS","75228","2143206000","Proprietary","2006-04-04 00:00:00"
"TX","677895","LA LUZ HEALTH CARE SERVICES INC","1702 E TYLER STE 5","HARLINGEN","78550","9564213400","Proprietary","2006-04-06 00:00:00"
"TX","677896","MARVELOUS CHOICE HOME HEALTH INC","8035 E RL THORNTON FWY SUITE 618","DALLAS","75228","2143249099","Proprietary","2006-04-05 00:00:00"
"TX","677897","BEACON HARBOR HOME HEALTH INC","292 KINGS HIGHWAY SUITE 9","BROWNSVILLE","78521","9565480016","Proprietary","2006-04-04 00:00:00"
"TX","677898","HEALTHCARE CORPORATION OF AMERICA INC","3900 AMERICAN DRIVE SUITE 105","PLANO","75075","9727581000","Proprietary","2006-03-22 00:00:00"
"TX","677899","PRO HEALTH NURSING INC","4019 MC PHERSON    203 & 204","LAREDO","78041","9567242006","Proprietary","2006-04-12 00:00:00"
"TX","677900","GULF COAST NURSING SERVICES INC","8876 GULF FREEWAY SUITE 245","HOUSTON","77017","7139463377","Proprietary","2006-04-03 00:00:00"
"TX","677901","METRO HEALTH SERVICE","9894 BISSONNET SUITE 365","HOUSTON","77036","7137779600","Proprietary","2006-04-12 00:00:00"
"TX","677903","DALLAS METRO PROFESSIONAL HEALTHCARE AGENCY","8204 ELM BROOK DR # 209","DALLAS","75247","2149059681","Proprietary","2006-04-10 00:00:00"
"TX","677904","MAYA HOME HEALTH INC","4305 N 10 TH  SUITE F-1","MCALLEN","78504","9566182525","Proprietary","2006-04-13 00:00:00"
"TX","677906","PREFERRED HEALTH SERVICES INC","8323 SOUTHWEST FREEWAY SUITE 771","HOUSTON","77074","7137798288","Proprietary","2006-04-18 00:00:00"
"TX","677907","MAJESTIK CARE PROVIDERS INC","12861 CAPRICORN DRIVE","STAFFORD","77477","8327671729","Proprietary","2006-04-20 00:00:00"
"TX","677908","COOPER HOME HEALTH INC","51 NORTH SIDE SQUARE","COOPER","75432","9033952811","Proprietary","2006-04-14 00:00:00"
"TX","677910","SAENZ HOME HEALTH SERVICES INC","518 EAST MAIN STREET SUITE C","ROBSTOWN","78380","3613871650","Proprietary","2006-04-18 00:00:00"
"TX","677911","THANK YOU NURSES LTD","5835 CALLAGHAN RD SUITE #102","SAN ANTONIO","78228","2107679044","Proprietary","2006-04-25 00:00:00"
"TX","677912","BETA HOME HEALTH SERVICES INC","10935 ESTATE LANE 446","DALLAS","75238","9727554198","Proprietary","2006-04-26 00:00:00"
"TX","677913","HEALTHSOUTH HOME HEALTH AGENCY OF NORTH HOUSTON","18550 IH 45 SOUTH","CONROE","77384","2813643332","Proprietary","2006-03-24 00:00:00"
"TX","677914","INNOVATIVE HEALTH SERVICES INC","203 SOUTH MAIN ST","ANAHUAC","77514","4092676194","Proprietary","2006-04-28 00:00:00"
"TX","677915","POSITIVE HOME HEALTH AGENCY","2409 LAUREL LANE","PLANO","75074","9723980643","Proprietary","2006-04-26 00:00:00"
