"CMS_Cert_Number","Offers Nursing Care Services","Offers Physical Therapy Services","Offers Occupational Therapy Services","Test","Offers Home Health Aide Services"
"497088","Yes","Yes","No","No","Yes"
"497091","Yes","Yes","Yes","Yes","Yes"
"497093","Yes","Yes","Yes","Yes","Yes"
"497094","Yes","Yes","Yes","Yes","Yes"
"497096","Yes","Yes","Yes","Yes","Yes"
"497245","Yes","Yes","Yes","Yes","Yes"
"497255","Yes","Yes","Yes","Yes","Yes"
"497256","Yes","Yes","Yes","Yes","Yes"
"497258","Yes","Yes","Yes","Yes","Yes"
"497259","Yes","Yes","Yes","Yes","Yes"
"497260","Yes","Yes","Yes","Yes","Yes"
"497263","Yes","No","No","Yes","No"
"497264","Yes","Yes","Yes","Yes","Yes"
"497268","Yes","Yes","Yes","Yes","Yes"
"497271","Yes","Yes","Yes","Yes","Yes"
"497272","Yes","Yes","Yes","Yes","Yes"
"497275","Yes","Yes","Yes","Yes","Yes"
"497278","Yes","Yes","Yes","Yes","Yes"
"497279","Yes","Yes","Yes","Yes","Yes"
"497280","Yes","Yes","Yes","Yes","Yes"
"497281","Yes","Yes","Yes","No","Yes"
"497285","Yes","Yes","Yes","Yes","Yes"
"497287","Yes","Yes","Yes","No","Yes"
"497288","Yes","Yes","Yes","Yes","Yes"
"497289","Yes","Yes","Yes","Yes","Yes"
"497292","Yes","Yes","Yes","Yes","Yes"
"497294","Yes","Yes","Yes","Yes","Yes"
"497299","Yes","Yes","Yes","Yes","Yes"
"497320","Yes","Yes","Yes","No","Yes"
"497401","Yes","Yes","No","No","Yes"
"497406","Yes","Yes","Yes","Yes","Yes"
"497407","Yes","Yes","Yes","Yes","Yes"
"497412","Yes","Yes","Yes","Yes","Yes"
"497413","Yes","Yes","Yes","Yes","Yes"
"497414","Yes","Yes","Yes","Yes","Yes"
"497415","Yes","Yes","Yes","Yes","Yes"
"497417","Yes","Yes","Yes","Yes","Yes"
"497421","Yes","Yes","Yes","No","Yes"
"497424","Yes","Yes","Yes","Yes","Yes"
"497429","Yes","Yes","Yes","Yes","Yes"
"497431","Yes","Yes","Yes","No","No"
"497433","Yes","Yes","Yes","No","Yes"
"497439","Yes","Yes","Yes","No","Yes"
"497441","Yes","Yes","Yes","No","Yes"
"497447","Yes","Yes","Yes","Yes","Yes"
"497455","Yes","Yes","Yes","Yes","Yes"
"497456","Yes","Yes","Yes","No","Yes"
"497462","Yes","Yes","Yes","No","Yes"
"497463","Yes","Yes","Yes","No","Yes"
"497467","Yes","Yes","Yes","Yes","Yes"
"497471","Yes","Yes","Yes","Yes","Yes"
"497475","Yes","Yes","No","No","Yes"
"497478","Yes","Yes","Yes","Yes","Yes"
"497480","Yes","Yes","Yes","Yes","Yes"
"497485","Yes","Yes","Yes","Yes","Yes"
"497490","Yes","Yes","Yes","Yes","Yes"
"497492","Yes","Yes","Yes","Yes","Yes"
"497493","Yes","Yes","Yes","Yes","Yes"
"497497","Yes","Yes","Yes","Yes","Yes"
"497498","Yes","Yes","Yes","Yes","Yes"
"497502","Yes","Yes","Yes","Yes","Yes"
"497506","Yes","Yes","Yes","Yes","Yes"
"497507","Yes","Yes","Yes","Yes","Yes"
"497508","Yes","Yes","Yes","No","Yes"
"497513","Yes","Yes","Yes","Yes","Yes"
"497523","Yes","Yes","Yes","Yes","Yes"
"497533","Yes","Yes","Yes","Yes","Yes"
"497535","Yes","Yes","Yes","No","Yes"
"497536","Yes","Yes","Yes","No","Yes"
"497538","Yes","Yes","Yes","Yes","Yes"
"497541","Yes","Yes","Yes","No","Yes"
"497544","Yes","Yes","Yes","Yes","Yes"
"497545","Yes","Yes","Yes","Yes","Yes"
"497546","Yes","Yes","Yes","Yes","Yes"
"497547","Yes","No","No","Yes","No"
"497548","Yes","Yes","Yes","No","Yes"
"497549","Yes","Yes","Yes","Yes","Yes"
"497550","Yes","Yes","Yes","Yes","Yes"
"497552","Yes","Yes","Yes","Yes","Yes"
"497553","Yes","Yes","Yes","Yes","Yes"
"497554","Yes","Yes","Yes","Yes","Yes"
"497557","Yes","No","No","Yes","No"
"497559","Yes","Yes","Yes","Yes","Yes"
"497560","Yes","Yes","Yes","Yes","Yes"
"497563","Yes","Yes","Yes","Yes","Yes"
"497564","Yes","Yes","Yes","Yes","Yes"
"497565","Yes","Yes","No","Yes","Yes"
"497566","Yes","Yes","Yes","Yes","Yes"
"497567","Yes","Yes","Yes","No","Yes"
"497568","Yes","Yes","Yes","Yes","Yes"
"497569","Yes","Yes","Yes","Yes","Yes"
"497570","Yes","Yes","Yes","Yes","Yes"
"497571","Yes","No","No","Yes","Yes"
"497572","Yes","Yes","Yes","Yes","Yes"
"497573","Yes","Yes","Yes","Yes","Yes"
"497574","Yes","Yes","Yes","No","Yes"
"497577","Yes","No","No","Yes","No"
"497579","Yes","Yes","Yes","Yes","Yes"
"497580","Yes","Yes","Yes","Yes","Yes"
"497581","Yes","Yes","Yes","Yes","Yes"
"497582","Yes","Yes","Yes","Yes","Yes"
"497583","Yes","Yes","Yes","Yes","Yes"
"497584","Yes","Yes","Yes","Yes","Yes"
"497587","Yes","Yes","Yes","Yes","Yes"
"497588","Yes","Yes","Yes","Yes","Yes"
"497590","Yes","Yes","No","No","Yes"
"497591","Yes","Yes","Yes","Yes","Yes"
"497592","Yes","Yes","Yes","No","Yes"
"497593","Yes","Yes","Yes","Yes","Yes"
"497594","Yes","Yes","Yes","Yes","Yes"
"497595","Yes","Yes","Yes","Yes","Yes"
"497596","Yes","Yes","Yes","No","Yes"
"497597","Yes","Yes","Yes","Yes","Yes"
"497598","Yes","Yes","No","Yes","Yes"
"497599","Yes","Yes","Yes","No","Yes"
"497600","Yes","Yes","Yes","Yes","Yes"
"497601","Yes","Yes","Yes","No","Yes"
"497602","Yes","Yes","No","No","Yes"
"497603","Yes","Yes","Yes","No","Yes"
"497604","Yes","Yes","Yes","Yes","Yes"
"497605","Yes","Yes","Yes","Yes","Yes"
"497607","Yes","Yes","Yes","Yes","Yes"
"497608","Yes","Yes","Yes","Yes","Yes"
"497610","Yes","Yes","Yes","Yes","Yes"
"497611","Yes","Yes","No","No","Yes"
"497612","Yes","Yes","No","No","Yes"
"497613","Yes","Yes","Yes","Yes","Yes"
"497614","Yes","Yes","Yes","No","No"
"497615","Yes","Yes","Yes","Yes","Yes"
"497616","Yes","Yes","Yes","Yes","Yes"
"497617","Yes","Yes","Yes","Yes","Yes"
"497618","Yes","Yes","Yes","Yes","Yes"
"497621","Yes","Yes","Yes","Yes","Yes"
"497623","Yes","Yes","Yes","Yes","Yes"
"497624","Yes","Yes","Yes","Yes","Yes"
"497625","Yes","Yes","Yes","Yes","No"
"497626","Yes","Yes","Yes","Yes","Yes"
"497627","Yes","Yes","Yes","Yes","Yes"
"497628","Yes","Yes","Yes","Yes","Yes"
"497630","Yes","Yes","No","No","Yes"
"497631","Yes","Yes","Yes","Yes","Yes"
"497635","Yes","Yes","Yes","No","Yes"
"497636","Yes","Yes","Yes","Yes","Yes"
"497637","Yes","Yes","Yes","No","Yes"
"497638","Yes","Yes","Yes","Yes","Yes"
"497640","Yes","Yes","Yes","Yes","Yes"
"497641","Yes","Yes","Yes","No","Yes"
"497642","Yes","Yes","Yes","No","Yes"
"497643","Yes","Yes","Yes","Yes","Yes"
"497644","Yes","Yes","Yes","Yes","Yes"
"497645","Yes","Yes","Yes","Yes","Yes"
"497646","Yes","Yes","Yes","Yes","No"
"497647","Yes","Yes","Yes","Yes","Yes"
"497648","Yes","Yes","Yes","No","Yes"
"497649","Yes","Yes","Yes","Yes","Yes"
"497650","Yes","Yes","No","Yes","Yes"
"497651","Yes","Yes","Yes","Yes","Yes"
"497652","Yes","Yes","Yes","Yes","Yes"
"497653","Yes","Yes","Yes","No","Yes"
"497654","Yes","Yes","Yes","Yes","Yes"
"497655","Yes","Yes","Yes","Yes","Yes"
"497656","Yes","Yes","Yes","No","Yes"
"497658","Yes","Yes","Yes","Yes","Yes"
"497659","Yes","Yes","No","No","Yes"
"497660","Yes","Yes","Yes","Yes","Yes"
"497661","Yes","Yes","Yes","Yes","Yes"
"497662","Yes","Yes","Yes","Yes","Yes"
"497663","Yes","Yes","Yes","No","Yes"
"497664","Yes","Yes","Yes","Yes","Yes"
"497665","Yes","Yes","Yes","No","Yes"
"497666","Yes","Yes","Yes","Yes","Yes"
"497667","Yes","Yes","Yes","Yes","Yes"
"497668","Yes","Yes","Yes","Yes","Yes"
"497669","Yes","Yes","Yes","Yes","Yes"
"497670","Yes","Yes","Yes","Yes","Yes"
"497671","Yes","Yes","Yes","Yes","Yes"
"497672","Yes","Yes","Yes","Yes","Yes"
"497673","Yes","Yes","Yes","Yes","Yes"
"497674","Yes","Yes","Yes","Yes","Yes"
"497675","Yes","Yes","Yes","Yes","Yes"
"497676","Yes","Yes","Yes","Yes","Yes"
"497677","Yes","Yes","Yes","Yes","Yes"
"497678","Yes","Yes","Yes","No","Yes"
"497680","Yes","Yes","Yes","Yes","Yes"
"497681","Yes","Yes","Yes","Yes","Yes"
"497682","Yes","Yes","Yes","Yes","Yes"
"497683","Yes","Yes","Yes","Yes","Yes"
"497684","Yes","Yes","Yes","Yes","Yes"
"497685","Yes","Yes","Yes","No","Yes"
"497686","Yes","Yes","Yes","Yes","Yes"
"497687","Yes","Yes","Yes","Yes","Yes"
"497688","Yes","Yes","Yes","Yes","Yes"
"497689","Yes","Yes","Yes","Yes","Yes"
"497690","Yes","Yes","Yes","Yes","Yes"
"497691","Yes","Yes","Yes","Yes","Yes"
"497692","Yes","Yes","Yes","No","No"
"497693","Yes","Yes","No","No","Yes"
"497694","Yes","Yes","Yes","No","No"
"507004","Yes","Yes","Yes","Yes","Yes"
"507007","Yes","Yes","Yes","Yes","Yes"
"507010","Yes","Yes","Yes","Yes","Yes"
"507019","Yes","Yes","Yes","Yes","Yes"
"507020","Yes","Yes","Yes","Yes","Yes"
"507021","Yes","Yes","Yes","Yes","Yes"
"507028","Yes","Yes","Yes","Yes","Yes"
"507029","Yes","Yes","Yes","Yes","Yes"
"507031","Yes","Yes","Yes","Yes","Yes"
"507034","Yes","Yes","Yes","Yes","Yes"
"507038","Yes","Yes","No","No","Yes"
"507040","Yes","Yes","Yes","Yes","Yes"
"507042","Yes","Yes","Yes","Yes","Yes"
"507043","Yes","Yes","Yes","Yes","Yes"
"507044","Yes","Yes","Yes","Yes","Yes"
"507046","Yes","Yes","Yes","Yes","Yes"
"507048","Yes","Yes","No","No","Yes"
"507050","Yes","Yes","Yes","Yes","Yes"
"507051","Yes","Yes","No","Yes","Yes"
"507052","Yes","Yes","No","Yes","No"
"507055","Yes","Yes","Yes","Yes","No"
"507060","Yes","Yes","Yes","Yes","Yes"
"507061","Yes","Yes","Yes","Yes","Yes"
"507064","Yes","Yes","Yes","Yes","Yes"
"507065","Yes","Yes","Yes","Yes","Yes"
"507068","Yes","Yes","Yes","Yes","Yes"
"507071","Yes","Yes","Yes","Yes","Yes"
"507072","Yes","Yes","Yes","Yes","Yes"
"507075","Yes","Yes","Yes","Yes","Yes"
"507076","Yes","Yes","Yes","Yes","Yes"
"507079","Yes","Yes","Yes","Yes","Yes"
"507081","Yes","Yes","Yes","Yes","Yes"
"507082","Yes","Yes","Yes","Yes","Yes"
"507084","Yes","Yes","Yes","Yes","Yes"
"507087","Yes","Yes","Yes","Yes","Yes"
"507089","Yes","Yes","Yes","Yes","Yes"
"507092","Yes","Yes","Yes","Yes","Yes"
"507094","Yes","Yes","Yes","Yes","Yes"
"507095","Yes","No","No","Yes","No"
"507097","Yes","Yes","Yes","Yes","Yes"
"507099","Yes","Yes","Yes","Yes","Yes"
"507100","Yes","Yes","Yes","Yes","Yes"
"507101","Yes","Yes","Yes","Yes","Yes"
"507102","Yes","Yes","Yes","Yes","Yes"
"507103","Yes","Yes","Yes","Yes","Yes"
"507105","Yes","Yes","Yes","Yes","Yes"
"507106","Yes","Yes","Yes","Yes","Yes"
"507107","Yes","Yes","Yes","Yes","Yes"
"507108","Yes","Yes","Yes","Yes","Yes"
"507109","Yes","Yes","Yes","Yes","Yes"
"507110","Yes","Yes","Yes","Yes","Yes"
"507111","Yes","Yes","Yes","Yes","Yes"
"507113","Yes","Yes","Yes","Yes","Yes"
"507115","Yes","Yes","Yes","Yes","Yes"
"507116","Yes","Yes","Yes","Yes","Yes"
"507117","Yes","Yes","Yes","Yes","Yes"
"507118","Yes","Yes","Yes","Yes","Yes"
"507119","Yes","Yes","Yes","Yes","Yes"
"507120","Yes","Yes","Yes","Yes","Yes"
"517011","Yes","Yes","No","Yes","Yes"
"517031","Yes","Yes","Yes","Yes","Yes"
"517034","Yes","Yes","No","Yes","No"
"517035","Yes","Yes","Yes","Yes","Yes"
"517037","Yes","Yes","Yes","Yes","Yes"
"517041","Yes","Yes","No","Yes","Yes"
"517045","Yes","Yes","Yes","No","Yes"
"517048","Yes","Yes","Yes","Yes","Yes"
"517051","Yes","Yes","Yes","Yes","Yes"
"517053","Yes","Yes","Yes","Yes","Yes"
"517054","Yes","Yes","Yes","Yes","Yes"
"517055","Yes","Yes","Yes","Yes","Yes"
"517059","Yes","Yes","Yes","Yes","Yes"
"517060","Yes","Yes","Yes","No","Yes"
"517062","Yes","Yes","No","Yes","Yes"
"517065","Yes","Yes","Yes","Yes","Yes"
"517069","Yes","Yes","Yes","No","Yes"
"517071","Yes","Yes","Yes","Yes","Yes"
"517072","Yes","Yes","No","Yes","Yes"
"517074","Yes","Yes","Yes","Yes","Yes"
"517075","Yes","Yes","Yes","Yes","Yes"
"517076","Yes","Yes","Yes","Yes","Yes"
"517081","Yes","Yes","Yes","Yes","Yes"
"517082","Yes","Yes","Yes","Yes","Yes"
"517086","Yes","Yes","Yes","No","Yes"
"517087","Yes","Yes","Yes","Yes","Yes"
"517092","Yes","Yes","Yes","Yes","Yes"
"517097","Yes","Yes","No","No","No"
"517098","Yes","Yes","Yes","Yes","Yes"
"517100","Yes","Yes","Yes","Yes","Yes"
"517102","Yes","Yes","Yes","Yes","Yes"
"517104","Yes","Yes","No","No","Yes"
"517111","Yes","Yes","Yes","Yes","Yes"
"517113","Yes","Yes","Yes","Yes","Yes"
"517114","Yes","Yes","Yes","Yes","Yes"
"517115","Yes","Yes","Yes","Yes","Yes"
"517118","Yes","Yes","Yes","Yes","Yes"
"517120","Yes","Yes","No","No","No"
"517122","Yes","Yes","Yes","Yes","Yes"
"517125","Yes","Yes","Yes","Yes","Yes"
"517126","Yes","Yes","Yes","Yes","Yes"
"517127","Yes","Yes","Yes","No","Yes"
"517128","Yes","Yes","Yes","No","Yes"
"517129","Yes","Yes","Yes","Yes","Yes"
"517130","Yes","Yes","Yes","Yes","Yes"
"517132","Yes","Yes","Yes","No","Yes"
"517133","Yes","Yes","No","Yes","Yes"
"517134","Yes","Yes","Yes","Yes","Yes"
"517135","Yes","Yes","No","Yes","Yes"
"517136","Yes","Yes","Yes","Yes","Yes"
"517137","Yes","Yes","Yes","Yes","Yes"
"517800","Yes","Yes","No","No","No"
"517803","Yes","Yes","No","No","Yes"
"517805","Yes","Yes","Yes","Yes","Yes"
"517810","Yes","Yes","Yes","Yes","Yes"
"517813","Yes","Yes","No","No","Yes"
"527001","Yes","Yes","Yes","Yes","Yes"
"527009","Yes","Yes","Yes","Yes","Yes"
"527010","Yes","Yes","Yes","Yes","Yes"
"527016","Yes","Yes","Yes","No","Yes"
"527018","Yes","Yes","Yes","Yes","Yes"
"527019","Yes","Yes","Yes","No","Yes"
"527024","Yes","Yes","Yes","Yes","Yes"
"527027","Yes","Yes","Yes","No","Yes"
"527040","Yes","Yes","Yes","No","Yes"
"527043","Yes","Yes","Yes","Yes","Yes"
"527045","Yes","Yes","Yes","No","Yes"
"527053","Yes","Yes","No","No","Yes"
"527062","Yes","Yes","Yes","No","Yes"
"527068","Yes","Yes","No","No","Yes"
"527070","Yes","Yes","Yes","No","Yes"
"527072","Yes","Yes","Yes","No","Yes"
"527074","Yes","Yes","Yes","Yes","Yes"
"527075","Yes","Yes","Yes","Yes","Yes"
"527078","Yes","Yes","Yes","Yes","Yes"
"527081","Yes","Yes","Yes","Yes","Yes"
"527082","Yes","Yes","No","No","Yes"
"527083","Yes","Yes","Yes","Yes","Yes"
"527085","Yes","Yes","Yes","No","Yes"
"527089","Yes","Yes","Yes","Yes","Yes"
"527091","Yes","Yes","Yes","Yes","Yes"
"527094","Yes","Yes","Yes","No","Yes"
"527098","Yes","Yes","Yes","Yes","Yes"
"527113","Yes","Yes","Yes","Yes","Yes"
"527121","Yes","Yes","Yes","Yes","Yes"
"527122","Yes","Yes","Yes","Yes","Yes"
"527125","Yes","Yes","Yes","No","Yes"
"527132","Yes","Yes","Yes","Yes","Yes"
"527133","Yes","No","No","No","Yes"
"527135","Yes","Yes","Yes","Yes","Yes"
"527136","Yes","Yes","Yes","Yes","Yes"
"527137","Yes","Yes","Yes","Yes","Yes"
"527138","Yes","Yes","Yes","Yes","Yes"
"527139","Yes","Yes","Yes","Yes","Yes"
"527140","Yes","Yes","Yes","Yes","Yes"
"527143","Yes","Yes","Yes","Yes","Yes"
"527147","Yes","Yes","Yes","Yes","Yes"
"527151","Yes","Yes","Yes","Yes","Yes"
"527152","Yes","Yes","Yes","Yes","Yes"
"527154","Yes","Yes","Yes","Yes","Yes"
"527156","Yes","Yes","Yes","Yes","Yes"
"527157","Yes","Yes","Yes","Yes","Yes"
"527158","Yes","Yes","Yes","Yes","Yes"
"527159","Yes","Yes","Yes","No","Yes"
"527164","Yes","Yes","Yes","No","Yes"
"527165","Yes","Yes","Yes","Yes","Yes"
"527166","Yes","No","No","No","Yes"
"527177","Yes","No","No","No","Yes"
"527178","Yes","Yes","Yes","Yes","Yes"
"527180","Yes","Yes","Yes","No","Yes"
"527184","Yes","Yes","Yes","Yes","Yes"
"527187","Yes","Yes","Yes","Yes","Yes"
"527189","Yes","Yes","Yes","Yes","Yes"
"527191","Yes","Yes","Yes","Yes","Yes"
"527194","Yes","Yes","Yes","Yes","Yes"
"527195","Yes","Yes","Yes","No","Yes"
"527198","Yes","Yes","Yes","Yes","Yes"
"527200","Yes","Yes","Yes","No","Yes"
"527201","Yes","Yes","Yes","Yes","Yes"
"527206","Yes","Yes","Yes","Yes","Yes"
"527207","Yes","Yes","Yes","Yes","Yes"
"527208","Yes","Yes","Yes","Yes","Yes"
"527212","Yes","Yes","Yes","No","Yes"
"527215","Yes","Yes","Yes","Yes","Yes"
"527218","Yes","Yes","Yes","Yes","Yes"
"527219","Yes","Yes","Yes","Yes","Yes"
"527220","Yes","Yes","Yes","Yes","Yes"
"527225","Yes","Yes","Yes","No","Yes"
"527227","Yes","Yes","Yes","Yes","Yes"
"527233","Yes","Yes","Yes","Yes","Yes"
"527234","Yes","No","No","No","Yes"
"527235","Yes","Yes","Yes","Yes","Yes"
"527237","Yes","Yes","Yes","No","Yes"
"527238","Yes","Yes","Yes","Yes","Yes"
"527240","Yes","Yes","Yes","No","Yes"
"527245","Yes","Yes","Yes","Yes","Yes"
"527247","Yes","No","No","No","Yes"
"527248","Yes","Yes","Yes","Yes","Yes"
"527249","Yes","No","No","No","Yes"
"527252","Yes","Yes","No","No","Yes"
"527255","Yes","No","No","No","Yes"
"527256","Yes","Yes","Yes","Yes","Yes"
"527257","Yes","No","No","No","Yes"
"527258","Yes","Yes","Yes","No","Yes"
"527261","Yes","No","No","No","Yes"
"527262","Yes","Yes","Yes","No","Yes"
"527263","Yes","Yes","Yes","Yes","Yes"
"527266","Yes","No","No","No","Yes"
"527268","Yes","Yes","Yes","Yes","Yes"
"527272","Yes","No","No","No","Yes"
"527273","Yes","No","No","No","Yes"
"527275","Yes","Yes","Yes","Yes","Yes"
"527279","Yes","Yes","Yes","No","Yes"
"527280","Yes","Yes","Yes","No","Yes"
"527281","Yes","Yes","Yes","No","Yes"
"527282","Yes","Yes","Yes","Yes","Yes"
"527283","Yes","Yes","Yes","No","Yes"
"527287","Yes","No","No","No","Yes"
"527289","Yes","No","No","No","Yes"
"527290","Yes","No","No","No","Yes"
"527291","Yes","Yes","Yes","Yes","Yes"
"527295","Yes","Yes","Yes","Yes","Yes"
"527296","Yes","No","No","No","Yes"
"527297","Yes","Yes","Yes","No","Yes"
"527298","Yes","Yes","Yes","Yes","Yes"
"527299","Yes","Yes","Yes","Yes","Yes"
"527302","Yes","Yes","Yes","Yes","Yes"
"527303","Yes","Yes","Yes","Yes","Yes"
"527304","Yes","Yes","Yes","No","Yes"
"527305","Yes","Yes","Yes","No","Yes"
"527306","Yes","Yes","Yes","No","Yes"
"527307","Yes","Yes","Yes","No","Yes"
"527308","Yes","Yes","Yes","Yes","Yes"
"527309","Yes","Yes","Yes","Yes","Yes"
"527312","Yes","Yes","Yes","Yes","Yes"
"527313","Yes","Yes","Yes","Yes","Yes"
"527314","Yes","Yes","Yes","Yes","Yes"
"527315","Yes","Yes","Yes","No","Yes"
"527316","Yes","Yes","Yes","Yes","Yes"
"537014","Yes","Yes","Yes","Yes","Yes"
"537026","Yes","Yes","Yes","Yes","Yes"
"537031","Yes","Yes","Yes","No","Yes"
"537032","Yes","Yes","Yes","Yes","Yes"
"537035","Yes","Yes","Yes","Yes","Yes"
"537038","Yes","Yes","Yes","No","Yes"
"537041","Yes","Yes","Yes","Yes","Yes"
"537042","Yes","Yes","Yes","Yes","Yes"
"537044","Yes","Yes","Yes","Yes","Yes"
"537045","Yes","Yes","Yes","Yes","Yes"
"537050","Yes","Yes","Yes","Yes","Yes"
"537052","Yes","Yes","Yes","No","Yes"
"537055","Yes","Yes","Yes","Yes","Yes"
"537062","Yes","Yes","Yes","Yes","Yes"
"537063","Yes","Yes","Yes","Yes","Yes"
"537069","Yes","Yes","Yes","Yes","Yes"
"537073","Yes","Yes","Yes","Yes","Yes"
"537074","Yes","Yes","No","No","Yes"
"537075","Yes","Yes","Yes","Yes","Yes"
"537076","Yes","Yes","Yes","Yes","Yes"
"537077","Yes","Yes","Yes","Yes","Yes"
"537078","Yes","Yes","No","No","Yes"
"537302","Yes","Yes","Yes","Yes","Yes"
"537304","Yes","Yes","Yes","Yes","Yes"
"537811","Yes","Yes","Yes","No","Yes"
"537830","Yes","Yes","Yes","Yes","Yes"
"537831","Yes","Yes","Yes","Yes","Yes"
"537833","Yes","Yes","Yes","Yes","Yes"
"537834","Yes","Yes","No","Yes","Yes"
"557001","Yes","Yes","Yes","Yes","Yes"
"557002","Yes","Yes","Yes","Yes","Yes"
"557005","Yes","Yes","Yes","Yes","Yes"
"557006","Yes","Yes","Yes","Yes","Yes"
"557008","Yes","Yes","Yes","Yes","Yes"
"557012","Yes","Yes","Yes","Yes","Yes"
"557014","Yes","Yes","Yes","Yes","Yes"
"557020","Yes","Yes","Yes","Yes","Yes"
"557029","Yes","Yes","Yes","Yes","Yes"
"557034","Yes","Yes","Yes","Yes","Yes"
"557037","Yes","Yes","Yes","Yes","Yes"
"557038","Yes","Yes","Yes","Yes","Yes"
"557041","Yes","Yes","Yes","Yes","Yes"
"557052","Yes","Yes","Yes","Yes","Yes"
"557061","Yes","Yes","Yes","Yes","Yes"
"557062","Yes","Yes","Yes","Yes","Yes"
"557065","Yes","Yes","Yes","Yes","Yes"
"557066","Yes","Yes","Yes","Yes","Yes"
"557067","Yes","Yes","Yes","Yes","Yes"
"557068","Yes","Yes","Yes","Yes","Yes"
"557073","Yes","Yes","Yes","Yes","Yes"
"557084","Yes","Yes","Yes","No","No"
"557089","Yes","Yes","Yes","Yes","Yes"
"557094","Yes","Yes","Yes","Yes","Yes"
"557098","Yes","Yes","Yes","Yes","Yes"
"557104","Yes","Yes","Yes","Yes","Yes"
"557106","Yes","Yes","Yes","Yes","Yes"
"557107","Yes","Yes","Yes","Yes","Yes"
"557116","Yes","Yes","Yes","Yes","Yes"
"557139","Yes","Yes","Yes","Yes","Yes"
"557145","Yes","Yes","Yes","Yes","Yes"
"557154","Yes","Yes","Yes","Yes","Yes"
"557165","Yes","Yes","Yes","Yes","Yes"
"557171","Yes","Yes","Yes","Yes","Yes"
"557172","Yes","Yes","No","Yes","Yes"
"557183","Yes","Yes","Yes","Yes","Yes"
"557194","Yes","Yes","Yes","Yes","Yes"
"557204","Yes","Yes","No","No","No"
"557208","Yes","Yes","Yes","Yes","Yes"
"557216","Yes","Yes","Yes","Yes","Yes"
"557219","Yes","Yes","Yes","Yes","Yes"
"557253","Yes","Yes","Yes","Yes","Yes"
"557260","Yes","Yes","Yes","Yes","Yes"
"557266","Yes","Yes","Yes","Yes","Yes"
"557270","Yes","Yes","Yes","Yes","Yes"
"557272","Yes","Yes","Yes","Yes","Yes"
"557273","Yes","Yes","Yes","Yes","Yes"
"557280","Yes","Yes","Yes","Yes","Yes"
"557283","Yes","Yes","No","Yes","Yes"
"557289","Yes","Yes","Yes","Yes","Yes"
"557290","Yes","Yes","Yes","Yes","Yes"
"557292","Yes","Yes","Yes","Yes","Yes"
"557296","Yes","Yes","Yes","Yes","Yes"
"557297","Yes","Yes","Yes","Yes","Yes"
"557406","Yes","Yes","Yes","Yes","Yes"
"557407","Yes","Yes","Yes","Yes","Yes"
"557412","Yes","Yes","Yes","Yes","Yes"
"557418","Yes","Yes","Yes","Yes","Yes"
"557423","Yes","Yes","Yes","Yes","Yes"
"557425","Yes","Yes","No","Yes","Yes"
"557426","Yes","Yes","No","No","Yes"
"557429","Yes","Yes","Yes","Yes","Yes"
"557433","Yes","Yes","Yes","Yes","Yes"
"557441","Yes","Yes","Yes","Yes","Yes"
"557443","Yes","Yes","Yes","Yes","Yes"
"557447","Yes","Yes","Yes","Yes","Yes"
"557461","Yes","Yes","Yes","Yes","Yes"
"557468","Yes","Yes","Yes","Yes","Yes"
"557473","Yes","Yes","Yes","Yes","Yes"
"557476","Yes","Yes","Yes","Yes","Yes"
"557478","Yes","Yes","Yes","Yes","Yes"
"557479","Yes","Yes","Yes","Yes","Yes"
"557482","Yes","Yes","Yes","Yes","Yes"
"557490","Yes","Yes","Yes","Yes","Yes"
"557494","Yes","Yes","Yes","Yes","Yes"
"557499","Yes","Yes","Yes","Yes","Yes"
"557500","Yes","Yes","Yes","Yes","Yes"
"557504","Yes","Yes","Yes","Yes","Yes"
"557505","Yes","Yes","Yes","Yes","Yes"
"557509","Yes","Yes","Yes","Yes","Yes"
"557514","Yes","Yes","Yes","Yes","Yes"
"557517","Yes","Yes","Yes","Yes","Yes"
"557519","Yes","Yes","Yes","Yes","Yes"
"557523","Yes","Yes","No","Yes","Yes"
"557524","Yes","Yes","Yes","Yes","Yes"
"557541","Yes","Yes","Yes","Yes","Yes"
"557550","Yes","Yes","Yes","Yes","Yes"
"557557","Yes","Yes","No","No","Yes"
"557559","Yes","Yes","Yes","Yes","Yes"
"557561","Yes","Yes","Yes","Yes","Yes"
"557566","Yes","Yes","Yes","Yes","Yes"
"557569","Yes","Yes","Yes","Yes","Yes"
"557571","Yes","Yes","Yes","Yes","Yes"
"557580","Yes","Yes","Yes","Yes","Yes"
"557581","Yes","Yes","Yes","Yes","Yes"
"557587","Yes","Yes","Yes","Yes","Yes"
"557597","Yes","Yes","Yes","Yes","Yes"
"557600","Yes","Yes","Yes","Yes","Yes"
"557603","Yes","Yes","Yes","Yes","Yes"
"557613","Yes","Yes","Yes","Yes","Yes"
"557615","Yes","Yes","Yes","Yes","Yes"
"557618","Yes","Yes","Yes","Yes","Yes"
"557619","Yes","Yes","Yes","Yes","Yes"
"557620","Yes","Yes","Yes","Yes","Yes"
"557628","Yes","Yes","Yes","Yes","Yes"
"557630","Yes","Yes","Yes","Yes","Yes"
"557635","Yes","Yes","Yes","Yes","Yes"
"557636","Yes","Yes","Yes","Yes","Yes"
"557648","Yes","Yes","Yes","Yes","Yes"
"557655","Yes","Yes","Yes","Yes","Yes"
