"CMS_Cert_Num","Question_1","Question_2","Question_3","Question_4","Question_5","Question_6","Question_7","Question_8","Question_9","Question_10","Question_11","Question_12","Question_13","Question_14","Question_15","Question_16","Question_17","Question_18","Question_19"
"467241","97","94","98","100","75","55","98","100","93","88","96","68","69","78","63","78","67","14","13"
"467242","96","93","91","100","64","79","100","99","99","99","100","57","46","67","72","81","51","10","17"
"467244","80","83","100","96","92","99","99","98","97","96","98","57","68","70","69","72","60","12","12"
"467246","92","88","100","100","47","50","96","100","100","100","98","44","33","45","1","19","45","13","8"
"467247","90","90","98","97","73","77","99","98","81","100","96","52","57","65","45","65","64","13","13"
"467248","91","91","97","78","69","71","94","91","79","84","98","73","70","79","58","77","59","10","20"
"467250","89","92","97","100","81","82","100","100","99","99","100","63","53","66","48","62","52","10","18"
"467252","95","83","98","100","67","70","100","98","90","96","99","64","47","65","70","39","39","10","18"
"467253","97","83","100","96","82","89","100","100","100","99","95","57","31","50","42","58","37","14","14"
"467312","72","63","100","97","87","76","96","100","85","96","97","60","41","63","70","71","56","13","15"
"467313","97","99","100","100","75","81","100","99","100","98","100","51","54","79","73","62","48","11","10"
"467314","81","96","97","86","75","86","92","95","90","100","92","64","65","83","67","77","69","6","17"
"467319","98","98","99","99","85","92","100","99","100","100","100","70","57","74","72","72","54","9","17"
"467322","95","58","99","95","76","51","88","99","79","98","96","62","47","70","60","70","74","6","15"
"467323","91","85","89","100","81","87","100","100","100","98","100","68","55","66","72","62","45","9","7"
"467332","96","91","91","98","81","71","99","100","100","100","100","56","50","71","56","41","61","13","7"
"467333","92","94","97","88","78","72","100","99","95","96","98","57","60","67","65","73","51","14","10"
"467339","79","89","48","94","77","81","96","99","97","100","99","52","47","61","66","57","38","11","15"
"477000","92","82","86","96","78","70","93","98","92","85","99","60","56","66","64","64","48","14","15"
"477002","95","99","99","99","80","83","100","100","99","100","100","61","57","70","66","58","53","16","15"
"477003","97","93","95","99","78","85","99","96","94","100","100","59","63","69","85","60","51","11","16"
"477007","95","79","28","96","82","80","90","100","93","98","100","69","62","68","86","66","54","9","18"
"477009","96","99","100","99","82","83","100","100","100","93","99","53","56","59","71","57","41","17","16"
"477010","92","97","86","98","82","77","99","100","100","100","99","62","59","66","70","56","51","14","17"
"477014","90","96","98","99","75","77","99","100","100","99","100","59","66","64","54","59","43","15","17"
"477015","89","85","92","97","82","80","98","98","96","98","99","53","42","57","54","48","36","15","17"
"477016","85","90","98","98","83","78","98","98","93","95","94","65","60","72","72","76","54","13","19"
"477017","95","94","99","94","84","78","99","99","97","96","98","62","62","67","66","67","52","17","16"
"477018","87","84","94","90","73","75","96","95","84","78","96","54","59","68","66","65","55","14","16"
"477019","92","80","100","99","47","45","99","79","95","95","100","62","58","63","57","","55","11","20"
"487004","88","71","100","99","63","70","99","100","93","95","100","65","67","76","72","81","61","11","25"
"487301","96","99","100","99","78","84","98","99","96","100","100","58","56","67","67","60","36","10","8"
"497005","87","99","83","99","79","68","99","100","99","100","100","60","56","65","68","72","48","12","16"
"497008","89","95","100","99","86","92","99","92","96","100","99","62","61","69","67","70","54","14","29"
"497011","97","93","100","95","80","86","99","100","91","96","94","59","45","60","68","67","48","18","18"
"497015","89","99","92","100","74","77","97","99","95","100","100","72","66","76","65","68","44","14","17"
"497018","92","91","100","98","80","79","99","100","99","99","100","55","48","58","58","57","39","11","20"
"497019","94","98","100","100","81","83","100","100","100","100","100","72","58","82","65","94","61","22","19"
"497020","98","100","99","100","65","75","100","100","100","100","100","56","57","57","71","58","41","19","18"
"497021","96","77","96","89","38","36","89","96","100","93","96","54","54","62","69","46","46","13","21"
"497022","96","97","92","99","74","72","99","99","98","70","100","63","57","64","77","72","55","11","20"
"497025","82","98","98","99","71","69","98","99","97","100","100","59","66","62","75","69","49","11","16"
"497026","96","98","100","100","71","70","99","100","99","98","100","58","58","61","63","53","35","15","17"
"497027","96","94","100","99","71","69","100","100","99","99","100","55","63","37","49","62","36","11","19"
"497029","95","81","92","98","82","81","98","95","91","92","98","61","58","58","71","68","46","13","18"
"497030","94","95","63","95","75","68","98","98","96","80","97","55","57","64","68","72","53","11","17"
"497033","86","99","89","100","71","79","97","100","99","99","100","71","68","75","79","81","63","12","14"
"497038","97","94","100","97","70","77","93","98","94","99","100","59","57","54","70","69","46","13","19"
"497039","95","94","93","97","73","78","99","81","68","94","100","65","67","64","64","73","51","13","19"
"497040","93","99","97","100","72","77","100","100","100","100","100","63","51","57","54","30","37","18","18"
"497044","96","98","97","100","81","76","99","100","100","100","97","64","59","62","71","65","49","10","19"
"497055","91","97","95","99","86","86","99","100","99","99","99","62","59","64","69","68","46","12","20"
"497058","72","86","100","96","77","80","100","100","100","100","95","69","63","71","73","68","51","6","16"
"497060","97","100","99","100","67","58","100","100","100","100","100","55","54","49","60","55","38","13","18"
"497061","91","69","100","100","65","64","100","99","97","98","98","61","54","72","62","73","60","9","23"
"497063","91","98","100","100","79","73","98","98","82","87","87","61","57","64","53","55","53","14","17"
"497068","88","85","99","98","40","36","98","99","98","100","95","53","52","48","61","66","46","11","19"
"497069","88","95","97","93","64","73","98","99","91","80","98","67","64","72","61","78","55","14","17"
"497072","96","76","95","62","93","86","82","97","86","86","85","51","34","47","81","","35","16","12"
"497080","96","97","95","99","32","41","99","100","99","98","96","46","38","46","55","51","42","15","20"
"497088","91","96","91","100","80","68","99","99","98","95","100","57","55","67","79","76","58","14","15"
"497091","93","88","93","96","66","65","98","96","89","91","97","63","55","57","78","71","54","10","20"
"497093","95","95","99","98","79","84","99","100","99","100","100","59","42","50","64","55","47","11","15"
"497094","87","88","100","100","68","58","99","100","99","99","99","50","49","62","66","56","43","13","18"
"497096","94","98","97","100","67","64","98","100","96","100","100","66","65","70","83","70","56","14","16"
"497245","99","99","100","99","85","66","100","100","100","100","100","51","49","61","70","80","68","11","13"
"497255","94","76","100","96","73","65","98","99","98","96","99","59","59","62","66","71","46","12","18"
"497256","85","99","94","100","79","83","99","100","98","100","100","68","68","73","75","74","56","8","21"
"497258","95","99","100","100","78","74","100","100","99","100","99","58","60","61","68","60","43","15","18"
"497259","88","100","94","100","82","82","99","100","98","100","100","64","63","67","69","59","53","14","17"
"497263","81","84","98","88","70","58","97","99","99","99","100","58","58","49","68","60","37","15","15"
"497264","91","90","99","97","57","48","98","98","94","100","100","57","56","59","62","66","44","13","17"
"497268","97","81","99","99","38","43","99","100","98","98","100","62","63","66","58","81","56","14","15"
"497271","92","97","97","97","78","83","99","100","99","97","100","63","61","65","68","71","49","10","20"
"497272","87","93","95","100","76","75","99","96","90","88","100","64","57","70","66","73","56","13","18"
"497275","93","93","86","98","76","84","90","100","98","100","98","61","58","63","60","62","46","9","18"
"497278","93","94","98","98","61","58","98","99","100","100","100","61","62","64","67","63","49","13","17"
"497279","90","99","90","100","83","89","98","100","98","100","100","62","59","68","66","59","53","15","19"
"497281","95","91","99","97","75","81","99","98","93","98","100","58","64","64","64","70","47","11","16"
"497285","95","99","99","100","55","46","100","100","99","100","100","66","66","56","58","53","34","16","21"
"497287","96","93","99","96","87","81","99","100","100","100","99","57","47","60","46","58","42","19","19"
"497288","90","99","100","98","79","76","100","100","98","94","100","64","64","72","75","88","53","13","20"
"497289","93","62","96","99","67","61","97","87","86","97","96","58","61","63","68","73","47","15","17"
"497292","92","95","100","97","57","50","98","99","98","100","100","60","64","64","68","68","49","13","15"
"497294","89","98","100","96","74","76","98","100","97","100","100","58","58","61","54","73","45","15","16"
"497320","91","99","100","99","74","85","99","99","96","99","100","58","61","66","61","51","57","12","16"
"497401","95","90","96","98","75","72","100","99","97","99","100","61","56","66","61","56","35","15","16"
"497406","91","57","99","98","85","91","97","95","63","99","99","64","60","67","54","69","57","17","18"
"497407","99","100","98","100","83","84","99","100","99","100","100","57","65","68","65","69","51","13","19"
"497412","85","71","99","96","77","81","99","97","94","99","97","70","58","60","53","49","57","21","19"
"497413","93","87","99","98","64","57","100","100","99","97","97","74","73","81","62","72","53","13","17"
"497414","92","98","99","100","73","64","100","100","100","100","100","66","63","72","76","68","54","15","19"
"497415","99","100","99","100","59","57","100","100","100","100","100","63","61","61","66","69","45","3","10"
"497417","91","99","100","100","82","82","100","100","100","100","100","54","65","49","68","70","34","13","20"
"497421","84","90","100","99","68","74","100","97","95","98","99","61","54","69","78","83","66","11","18"
"497424","92","91","99","99","81","82","99","97","95","97","98","63","54","67","66","65","52","12","17"
"497433","85","93","100","100","84","91","100","99","100","100","98","61","38","67","60","48","35","19","16"
"497441","89","91","99","93","69","72","96","97","85","85","99","63","71","65","68","68","43","20","16"
"497447","93","88","99","97","66","62","100","100","99","99","98","60","49","64","73","65","49","13","15"
"497455","88","73","99","99","71","70","99","90","79","87","95","57","40","54","42","46","36","13","16"
"497456","83","80","99","99","81","81","99","100","100","100","100","47","68","51","45","62","43","9","21"
"497462","95","99","100","98","78","90","99","100","98","86","99","61","49","57","77","73","55","18","19"
"497463","90","93","97","99","78","79","99","99","98","78","100","61","54","67","70","66","50","14","15"
"497467","91","75","99","98","79","64","98","98","94","99","94","69","64","63","54","55","50","16","18"
"497471","97","100","89","97","82","77","100","100","100","100","100","57","63","65","63","61","40","7","18"
"497478","99","88","98","99","78","78","99","98","96","99","99","65","64","69","70","71","57","13","17"
"497480","94","97","92","93","72","68","99","99","97","98","100","60","58","66","64","69","52","11","20"
"497485","95","100","100","100","81","83","100","100","100","99","100","61","61","68","73","79","52","13","17"
"497490","88","95","99","99","68","79","99","99","97","99","93","57","40","69","55","62","52","10","20"
"497492","97","97","94","99","78","78","100","100","99","100","100","60","56","68","64","70","51","13","16"
"497493","84","88","99","100","73","69","99","97","95","98","99","61","57","58","53","52","46","10","17"
"497497","91","98","86","100","90","96","100","99","99","98","100","64","52","69","79","73","50","18","17"
"497498","85","94","77","96","67","67","99","98","93","100","100","57","59","62","63","71","51","14","16"
"497506","96","98","94","100","76","77","100","99","99","100","100","73","69","67","81","79","63","10","17"
"497507","91","100","94","100","78","76","97","100","100","100","99","56","42","56","63","80","49","16","14"
"497513","98","91","88","72","79","64","95","100","100","100","97","60","59","75","73","83","59","10","20"
"497523","95","98","92","100","85","93","100","100","100","99","98","64","68","60","78","80","43","9","14"
"497533","94","95","98","98","64","83","98","18","37","38","100","56","26","47","37","31","24","19","19"
"497535","85","51","98","96","77","70","96","94","91","95","92","50","56","59","71","72","56","14","16"
"497536","89","98","93","100","70","69","99","99","98","96","100","64","61","70","73","73","53","11","17"
"497538","99","99","100","100","77","79","98","100","99","100","100","63","58","71","77","75","65","9","15"
"497541","80","91","94","100","78","81","100","99","97","100","100","61","61","66","63","54","48","8","14"
"497544","94","98","88","87","72","70","99","100","100","99","99","64","56","63","70","56","47","17","19"
"497545","79","92","92","90","85","90","99","98","97","97","100","56","54","58","51","44","49","12","20"
"497548","90","77","99","95","85","90","99","98","99","99","96","60","53","68","68","77","54","11","21"
"497549","97","98","100","99","78","85","100","100","86","100","100","54","56","64","56","62","50","15","20"
"497550","96","70","99","88","86","78","98","92","71","83","97","59","52","64","59","61","49","7","24"
"497552","98","98","100","98","86","80","100","100","100","99","99","59","55","62","63","55","52","15","17"
"497553","94","74","96","8","76","67","81","78","88","90","92","42","49","54","56","58","42","18","22"
"497557","92","86","100","98","62","52","96","100","98","99","94","61","55","66","68","78","50","15","16"
"497559","90","99","100","99","69","72","99","100","100","100","99","59","52","61","65","57","43","10","20"
"497560","90","81","100","91","84","68","100","100","94","85","96","74","62","53","47","56","40","12","16"
"497563","98","96","98","94","76","74","99","98","84","89","99","61","56","69","68","75","53","12","17"
"497564","97","96","100","90","86","64","100","100","98","99","100","73","54","71","64","71","55","13","24"
"497565","92","97","100","100","70","69","100","100","99","99","100","68","57","70","65","69","55","12","20"
"497567","88","58","99","83","62","55","91","97","85","95","84","52","42","57","59","61","56","14","16"
"497568","87","87","99","56","69","58","86","95","96","91","90","69","56","59","45","57","46","19","19"
"497569","90","82","97","85","74","74","91","92","87","94","97","60","60","62","68","71","40","13","17"
"497571","82","22","97","84","25","47","62","63","66","70","99","38","14","24","52","17","26","6","20"
"497572","86","81","100","94","54","50","95","90","88","96","91","40","20","33","53","35","26","10","24"
"497577","91","98","87","98","68","73","97","100","97","97","100","61","57","64","67","74","48","12","17"
"497579","91","80","97","100","57","52","100","98","100","98","98","63","50","63","63","72","45","16","17"
"497580","93","89","99","99","77","78","96","100","99","98","97","42","31","38","46","38","34","18","16"
"497581","93","68","98","57","64","65","98","97","97","99","99","47","69","31","48","48","25","9","19"
"497582","86","98","98","99","72","53","98","99","97","97","92","62","56","76","70","63","36","16","17"
"497583","93","94","99","99","81","82","100","98","97","99","100","63","59","65","70","62","44","15","22"
"497584","98","90","99","99","45","37","94","97","96","99","87","64","62","68","72","70","51","13","16"
"497587","89","97","100","99","92","98","100","99","97","99","100","53","70","58","77","56","60","18","12"
"497588","88","82","100","98","80","70","100","100","97","95","95","65","60","59","27","67","45","7","42"
"497591","92","85","99","93","71","69","97","99","100","98","93","48","44","42","40","59","44","10","23"
"497592","99","99","100","99","85","93","100","99","100","97","99","61","50","67","68","54","45","16","17"
"497593","89","85","100","91","59","68","98","96","95","99","96","56","50","62","75","72","50","14","18"
"497594","85","84","91","97","81","81","99","98","96","95","98","69","69","74","78","79","61","17","18"
"497595","96","100","100","100","97","96","99","100","100","100","100","61","50","75","75","77","51","8","11"
"497596","90","87","96","100","83","81","100","98","96","99","100","70","55","66","54","64","57","11","21"
"497597","98","97","83","86","63","71","97","100","95","96","98","45","50","59","66","70","50","13","18"
"497599","98","97","96","99","84","69","100","100","100","100","100","57","54","66","65","72","53","15","15"
"497600","93","93","100","100","72","81","100","100","100","99","100","41","28","45","30","21","29","12","23"
"497601","88","75","92","42","14","9","52","15","10","83","73","57","34","39","53","47","34","8","24"
"497603","73","90","99","96","69","56","95","97","100","100","98","53","43","55","63","49","52","13","20"
"497604","90","65","93","74","73","63","93","99","98","99","81","62","51","70","73","68","63","12","11"
"497605","97","84","93","95","83","78","99","100","95","93","98","55","56","72","79","64","49","12","14"
"497607","74","95","100","100","91","90","100","100","100","95","92","45","66","64","44","40","55","12","26"
"497608","96","98","59","98","68","59","99","99","98","100","99","49","43","59","69","67","50","16","17"
"497610","94","95","100","99","100","99","100","100","97","100","96","60","50","51","56","26","36","20","13"
"497611","80","93","100","96","73","74","93","98","93","97","97","58","59","67","66","71","46","15","17"
"497612","76","99","99","100","76","71","100","99","100","98","100","71","61","74","75","74","59","15","17"
"497614","87","74","100","98","62","44","96","95","99","99","97","51","57","60","70","61","44","16","14"
"497615","98","78","98","99","74","73","98","93","50","47","98","54","65","67","57","74","61","13","16"
"497616","96","87","100","99","74","70","99","90","84","99","98","65","61","72","75","71","55","18","15"
"497617","95","100","100","99","97","97","100","99","97","100","100","71","65","84","93","78","66","18","16"
"497618","98","100","100","99","90","85","100","100","100","99","99","67","81","62","73","64","53","15","22"
"497621","96","83","99","97","57","46","99","97","95","98","98","62","59","63","63","67","48","13","18"
"497623","93","95","94","98","67","39","99","99","95","98","99","61","55","70","82","73","46","15","21"
"497624","90","96","99","98","92","91","98","98","98","100","100","57","53","63","62","60","41","14","22"
"497625","89","87","100","99","78","91","97","97","98","100","97","51","49","61","79","71","56","9","18"
"497626","96","78","100","100","77","74","100","97","95","100","100","63","64","69","77","65","49","13","12"
"497627","87","92","92","86","66","69","98","96","93","92","98","65","58","74","83","75","55","11","20"
"497630","83","85","96","96","80","84","95","95","92","94","92","77","77","81","83","87","71","8","21"
"497635","86","73","99","100","59","57","99","94","89","98","98","62","70","67","73","69","55","14","12"
"497636","90","78","94","97","75","65","99","93","98","97","96","78","68","64","53","78","44","15","24"
"497637","91","87","96","94","92","96","93","100","100","100","87","59","51","71","76","65","43","14","12"
"497638","93","99","100","98","90","95","100","100","96","97","99","53","41","57","69","72","48","11","16"
"497640","89","100","99","100","89","93","100","100","100","100","98","63","72","68","39","37","53","7","17"
"497642","84","95","99","99","78","59","99","100","100","100","99","45","30","37","52","26","29","15","16"
"497643","93","97","99","96","72","78","100","99","98","99","99","58","59","72","73","65","54","12","19"
"497645","73","99","98","100","60","63","99","100","99","98","100","58","46","57","73","80","52","16","21"
"497648","85","84","99","96","77","70","96","92","87","86","96","59","61","59","83","80","38","19","19"
"497650","95","100","100","100","81","77","100","100","100","100","100","59","38","47","47","45","36","8","16"
"497651","97","98","100","100","74","68","99","100","100","100","100","63","64","62","68","57","39","8","19"
"497652","95","96","98","99","69","70","99","98","98","95","99","66","68","77","83","76","59","13","18"
"497655","79","94","77","99","71","72","99","99","99","99","99","60","61","73","69","80","55","13","18"
"497656","75","88","98","93","55","85","95","99","100","96","92","71","72","78","80","81","69","14","19"
"497659","85","91","100","99","77","58","100","98","98","100","100","59","43","52","77","62","47","18","16"
"497661","88","84","98","99","95","94","97","100","96","98","98","50","52","69","60","66","36","13","15"
"497664","78","69","100","98","79","83","96","95","66","98","100","43","63","61","56","66","45","9","14"
"497666","96","96","100","100","93","90","100","100","96","100","100","71","51","74","86","74","60","12","20"
"497667","86","75","91","79","77","74","84","87","83","90","86","60","59","60","65","62","44","16","18"
"497668","90","83","96","89","74","78","94","98","92","92","87","76","77","75","69","79","50","14","17"
"497669","91","67","91","84","80","74","95","76","58","97","86","63","75","78","90","88","57","14","19"
"497670","96","83","100","91","93","94","98","100","100","100","99","74","66","82","88","68","38","13","13"
"497673","62","77","100","100","57","51","97","98","95","97","97","54","73","62","55","64","62","15","18"
"497674","92","81","100","94","76","71","99","93","96","100","100","50","64","61","66","63","40","10","16"
"497675","96","88","99","100","88","89","98","98","100","96","94","63","66","63","62","71","60","15","23"
"497677","94","91","100","96","76","66","97","96","93","98","100","57","62","67","77","76","51","16","15"
"497681","91","70","93","90","79","80","96","85","61","81","92","47","59","68","74","77","47","10","12"
"497686","93","100","86","92","51","35","98","100","100","100","100","28","30","34","48","41","23","17","14"
"497694","94","94","100","100","80","76","99","99","98","99","100","56","51","59","61","58","43","15","14"
"507004","69","93","99","96","79","90","100","99","98","100","97","54","49","57","55","51","56","15","4"
"507007","68","75","95","100","74","67","99","97","96","94","100","64","64","72","65","76","59","18","14"
"507010","96","91","94","94","54","58","96","98","99","97","99","58","68","65","63","63","46","12","14"
"507019","89","83","81","90","69","71","97","96","87","98","96","52","53","58","55","63","43","16","19"
"507020","89","92","98","100","71","75","100","97","97","72","100","55","55","62","61","64","45","13","16"
"507021","96","100","96","98","75","73","100","100","100","100","100","53","57","60","59","60","41","14","22"
"507028","97","99","92","95","84","93","99","100","99","99","100","54","56","63","65","66","39","14","15"
"507029","89","89","96","97","66","64","98","95","91","89","99","51","53","62","63","70","48","12","17"
"507031","74","82","100","99","87","85","100","97","97","97","99","49","53","60","71","67","44","14","17"
"507034","74","99","95","100","81","65","100","100","97","82","100","63","60","70","69","73","52","19","14"
"507038","95","91","96","95","79","85","97","98","95","90","99","59","59","74","69","76","56","14","16"
"507040","71","92","91","91","52","47","98","95","87","91","99","54","45","63","56","62","44","14","16"
"507042","66","84","100","99","39","44","99","88","87","90","99","54","57","60","58","73","45","13","18"
"507043","65","86","92","88","57","63","99","97","92","94","98","58","56","68","61","72","55","18","13"
"507044","65","89","99","99","67","66","100","99","92","98","99","58","52","66","57","65","50","12","16"
"507046","73","66","90","75","55","42","98","93","68","74","99","57","61","71","65","71","47","13","13"
"507048","90","96","89","97","84","89","96","100","99","100","100","57","51","64","59","60","51","16","16"
"507050","98","94","92","96","80","82","100","97","97","98","100","49","59","57","69","66","44","14","11"
"507052","95","84","88","89","79","80","90","95","93","88","100","53","48","60","62","63","48","20","13"
"507055","84","97","90","96","65","77","98","100","96","99","100","49","61","62","58","60","34","22","15"
"507060","83","95","97","96","82","83","100","95","96","99","98","55","59","63","65","73","50","9","19"
"507061","78","90","99","99","69","64","95","97","96","98","100","52","49","55","49","51","39","11","18"
"507064","88","93","99","98","71","67","99","98","98","100","100","52","52","57","56","60","40","12","16"
"507065","88","94","94","97","72","66","97","99","99","99","100","55","51","59","59","62","42","11","17"
"507068","91","86","99","99","68","68","99","95","86","97","99","56","47","59","64","73","52","15","14"
"507071","94","97","99","98","81","87","100","99","99","100","100","60","55","70","60","66","57","13","14"
"507072","90","98","98","98","42","38","99","96","96","94","100","60","52","68","61","77","47","14","14"
"507075","95","91","87","97","83","81","99","100","98","99","99","60","63","67","61","64","48","16","17"
"507076","66","71","92","90","76","65","95","97","94","99","99","54","52","58","52","57","42","13","15"
"507079","94","77","95","98","69","73","100","100","98","100","100","50","41","51","48","57","42","12","16"
"507081","82","77","95","94","65","61","98","97","94","97","98","54","47","58","61","70","53","13","16"
"507082","89","97","97","99","57","47","99","100","99","98","100","57","54","63","69","62","48","13","15"
"507084","78","87","100","97","72","73","99","98","96","98","98","42","21","61","67","79","35","13","27"
"507087","89","96","99","93","73","81","97","100","97","91","99","59","62","70","69","72","54","13","16"
"507089","75","99","95","96","95","93","100","99","99","99","99","57","57","59","59","77","42","10","18"
"507092","85","93","100","95","72","70","97","100","99","94","97","54","52","59","62","72","49","13","14"
"507095","89","95","99","99","77","67","99","99","97","100","99","58","61","67","56","59","46","13","18"
"507097","84","88","87","98","85","83","95","99","98","99","99","53","58","65","72","67","52","13","16"
"507099","59","82","97","95","78","84","98","98","95","96","96","53","46","60","63","69","43","15","13"
"507100","55","88","91","77","40","42","94","81","77","88","97","48","46","61","60","73","37","10","13"
"507101","77","66","96","88","81","81","94","97","89","96","89","53","50","62","62","65","47","14","15"
"507102","90","95","100","99","82","77","98","98","97","97","94","54","58","60","69","75","46","24","18"
"507103","85","75","96","87","73","66","95","99","98","99","100","50","57","54","55","51","36","13","16"
"507105","93","91","98","95","84","76","98","98","96","98","98","51","56","65","59","65","46","18","16"
"507106","72","86","100","78","74","76","99","92","86","78","100","52","48","66","69","65","59","9","19"
"507108","88","58","92","98","78","79","97","96","95","96","87","63","66","81","56","79","54","14","20"
"507109","71","93","94","99","87","90","98","100","99","99","99","51","53","60","50","60","39","13","17"
"507110","99","68","100","100","72","68","99","92","90","99","100","61","55","61","59","57","45","22","17"
"507111","100","96","99","99","87","89","99","100","99","95","98","59","70","59","79","74","46","19","10"
"507113","83","84","100","97","85","88","99","95","99","100","99","54","52","64","60","57","45","18","19"
"507115","65","84","97","96","83","89","100","100","99","99","99","46","44","49","56","68","43","12","13"
"507116","78","98","100","99","50","40","100","100","100","100","100","37","38","52","33","53","41","16","17"
"507117","89","97","100","100","87","87","100","100","97","100","100","67","49","72","60","65","41","17","12"
"507118","90","63","89","99","68","70","93","98","95","98","82","53","52","63","69","81","44","13","8"
"517011","90","97","99","99","76","85","100","99","98","100","100","52","66","61","71","65","47","21","11"
"517031","94","87","90","100","75","79","99","80","63","88","100","66","52","64","71","60","42","16","22"
"517034","95","99","97","100","77","83","99","99","99","100","100","56","52","64","68","68","44","12","18"
"517035","82","80","90","87","80","72","97","99","77","80","97","69","74","71","73","65","55","15","18"
"517037","89","93","96","97","71","76","96","97","96","97","95","63","61","70","60","80","62","16","20"
"517041","99","75","98","97","90","69","93","94","92","100","83","68","59","71","70","69","47","17","21"
"517045","92","81","90","97","78","64","99","94","85","89","99","64","55","66","60","65","55","12","18"
"517048","94","96","90","98","71","70","100","97","97","97","100","68","56","69","65","61","55","16","19"
"517051","94","98","100","100","63","71","99","100","100","100","100","70","67","71","70","72","54","13","21"
"517053","82","96","100","100","73","76","100","97","92","98","100","61","53","65","71","68","54","13","20"
"517054","78","96","69","90","78","78","96","100","100","99","94","62","46","60","56","49","48","11","19"
"517055","96","98","100","100","76","82","100","99","92","100","99","72","60","69","76","70","54","12","18"
"517059","91","95","100","99","73","76","99","99","99","100","100","67","57","71","59","64","43","12","20"
"517060","90","86","99","100","72","76","98","92","82","89","98","60","78","67","67","64","42","17","19"
"517062","99","100","92","100","81","85","100","100","100","100","99","64","53","73","67","61","48","8","23"
"517065","90","98","100","99","84","83","100","99","98","99","100","60","65","71","79","78","53","13","21"
"517069","93","99","97","100","73","76","100","95","98","96","100","65","57","62","72","56","53","14","17"
"517071","96","75","94","88","48","23","96","99","98","99","93","58","58","52","49","42","32","11","19"
"517072","93","98","99","100","84","85","100","100","100","100","100","60","57","68","73","70","56","14","16"
"517074","91","99","97","100","77","75","100","100","99","100","99","62","58","63","67","67","40","13","20"
"517075","90","98","99","98","81","81","99","99","99","100","100","59","53","61","64","66","46","9","19"
"517076","84","95","82","97","52","58","99","88","91","90","99","57","50","63","57","58","48","12","17"
"517081","96","98","100","100","69","76","100","100","99","100","99","67","65","69","62","75","59","12","14"
"517082","94","99","96","98","62","69","99","100","97","99","99","63","63","66","62","58","60","17","19"
"517086","97","97","100","99","89","88","99","100","100","99","99","60","74","74","60","76","66","10","21"
"517087","77","89","82","93","66","76","98","98","94","94","97","59","52","63","61","61","50","12","17"
"517092","80","95","90","95","59","55","99","92","96","91","98","65","65","77","62","64","56","12","19"
"517097","95","99","100","97","68","63","99","100","100","99","100","75","79","80","91","82","67","13","18"
"517098","88","91","93","98","87","86","99","99","95","98","97","64","67","66","66","63","53","14","20"
"517100","96","99","98","93","82","85","99","100","100","100","100","61","71","65","67","68","45","14","19"
"517102","95","98","92","99","73","81","99","99","99","98","100","63","67","64","64","66","45","14","21"
"517104","90","98","99","99","87","90","100","100","99","100","98","58","52","66","56","66","58","15","14"
"517111","90","93","99","99","78","79","100","98","87","88","99","65","78","71","67","82","63","13","16"
"517113","91","96","92","96","81","87","99","96","94","90","99","58","50","63","58","62","57","13","19"
"517114","85","90","96","100","75","74","100","95","92","95","100","60","51","67","63","67","51","12","19"
"517115","94","94","98","99","68","69","99","100","100","99","99","70","68","76","64","84","61","9","25"
"517118","93","79","95","100","74","81","100","100","98","96","100","61","47","62","53","63","52","18","19"
"517120","83","93","92","100","63","58","100","98","97","99","100","58","52","64","70","72","49","12","19"
"517122","90","78","95","98","69","67","99","99","93","96","99","61","56","68","63","63","52","11","19"
"517125","88","81","96","98","84","77","99","98","94","96","95","55","55","59","44","59","54","13","22"
"517126","94","97","100","100","71","60","99","100","100","100","100","70","78","64","58","58","27","17","20"
"517127","95","98","99","99","69","65","100","99","98","100","100","59","64","63","55","54","42","9","27"
"517128","82","95","100","100","80","74","100","100","100","97","100","64","67","70","73","61","52","13","18"
"517129","90","100","99","97","88","88","99","95","100","81","99","69","51","58","59","51","47","14","21"
"517130","82","90","100","100","68","60","99","100","100","100","97","58","69","63","64","76","59","12","21"
"517132","86","93","95","95","77","79","100","99","97","95","100","70","65","73","71","72","65","19","16"
"517133","79","61","95","92","76","67","94","98","97","99","98","57","61","62","51","47","34","4","27"
"517134","90","95","100","100","76","69","99","99","99","100","98","69","61","63","60","56","45","9","24"
"517137","92","93","100","100","84","89","99","100","100","100","99","41","58","51","65","64","31","19","18"
"517800","94","88","90","100","60","62","97","92","91","93","100","58","58","53","76","76","52","10","20"
"517803","95","90","98","98","81","90","100","96","73","81","99","73","59","86","75","69","62","15","14"
"517813","88","96","97","98","82","86","99","99","98","99","98","56","56","60","65","66","45","11","17"
"527001","97","100","100","99","80","87","99","100","100","100","100","67","75","76","85","79","66","13","17"
"527009","94","95","100","99","73","86","99","99","96","100","100","62","55","65","63","65","46","14","18"
"527010","99","99","100","100","84","85","100","100","100","100","100","62","53","71","65","61","51","15","15"
"527016","98","99","100","100","81","88","100","100","100","100","100","61","63","70","76","72","47","14","19"
"527018","81","97","99","99","86","92","100","100","100","100","99","37","29","34","55","33","27","9","14"
"527019","99","99","100","100","83","91","100","100","100","100","99","68","78","72","84","76","67","14","18"
"527024","99","82","99","96","86","90","98","100","100","98","96","58","45","56","39","54","35","15","16"
"527043","92","100","99","99","77","86","100","100","100","100","100","45","29","62","58","72","37","18","17"
"527053","99","82","99","97","78","77","99","96","91","93","99","46","53","44","45","53","25","16","12"
